
mno_start_guard|一 名 骑 士 
mno_start_forester|一 位 退 隐 的 探 险 家 
mno_start_nomad|一 位 游 牧 部 族 的 首 领 
mno_start_thief|一 位 粗 鲁 又 神 秘 的 人 士 
mno_start_priest|一 位 受 人 尊 敬 的 医 师 
menu_start_character_2|{s10} ^^在 你 的 少 年 时 期 ， 你 几 乎 没 什 么 空 闲 时 间 ， 因 为 你 的 父 亲 … … 
mno_page|安 排 你 去 当 一 个 巴 克 利 贵 族 的 侍 从 
mno_apprentice|让 你 去 做 一 个 当 地 行 会 手 工 匠 的 学 徒 
mno_stockboy|把 你 培 养 成 一 个 成 功 的 商 人 
mno_urchin|让 你 独 立 生 活 
mno_nomad|让 你 独 自 去 野 外 狩 猎 
menu_start_character_3|{s11} ^^在 仿 佛 一 成 不 变 的 生 活 中 ， 一 切 仍 有 了 变 化 。 你 有 机 会 成 为 … … 
mno_squire|一 名 骑 士 的 扈 从 
mno_lady|一 名 贵 族 的 侍 女 
mno_troubadour|一 名 吟 游 诗 人 
mno_student|一 名 医 师 学 者 
mno_peddler|一 名 商 人 
mno_craftsman|一 名 工 程 建 筑 师 
mno_poacher|一 名 猎 人 
menu_start_character_4|{s12} ^^不 过 如 命 中 注 定 一 般 ， 一 切 都 突 然 发 生 了 变 化 ， 你 只 好 离 开 巴 克 利 前 往 潘 德 ， 因 为 … … 
mno_revenge|你 必 须 洗 刷 你 的 冤 屈 
mno_death|你 收 到 了 父 亲 去 世 的 消 息 
mno_wanderlust|一 系 列 不 幸 的 事 件 
mno_disown|有 太 多 试 图 要 你 命 的 敌 人 
mno_greed|一 封 永 远 改 变 你 生 活 的 信 
menu_choose_skill|{s13} 
mno_begin_adventuring|你 扬 帆 而 去 ， 开 始 你 的 冒 险 … … 
menu_past_life_explanation|{s3} 
mno_view_next|{s5} 
menu_auto_return|这 个 选 项 会 自 动 跳 转 回 前 一 个 页 面 
menu_morale_report|{s1} 
menu_courtship_relations|{s1} 
menu_lord_relations|{s1} 
menu_center_income_report|{s1} 
mno_list_of_fief_with_pending_quests|现 有 着 管 家 任 务 的 封 地 清 单 
mno_construction|查 看 建 设 报 告 
menu_center_construction_report|{s1} 
mno_back|返 回 
menu_victory_progress_report|胜 利 进 程 报 告^^{s6} ^^拜 蛇 教 :{s7} ^迦 图 :{s8} ^迷 雾 山 蛮 族 :{s9} ^异 端 :{s10} ^^所 有 现 存 的 大 军 :{reg4} ^^剩 余 的 大 军 :^{s13} ^^与 诺 多 的 关 系 :{s12} ^^胜 利 条 件 :^^－ 仅 有 一 个 王 国 存 在 。^－ 诺 多 与 你 的 关 系 为 “ 赞 同 的 ” 或 更 高 。^－ 迷 雾 山 部 落 必 须 被 完 全 清 除 或 被 摧 毁 。^－ 每 个 小 势 力 都 必 须 被 完 全 清 除 或 被 摧 毁 ， 地 图 上 不 存 在 小 势 力 的 大 军。 
menu_companion_report|{s7} {s1} 
menu_faction_orders|{s9} 
mno_faction_orders_next_faction|选 择 下 一 个 势 力 
mno_faction_orders_political_collapse|让 所 有 势 力 的 所 有 领 主 和 他 们 的 君 主 闹 翻 
mno_faction_orders_defend|强 迫 防 御 
mno_faction_orders_feast|强 迫 开 宴 会 
mno_faction_orders_gather|强 迫 集 结 军 队 
mno_faction_orders_increase_time|将 下 次 进 攻 时 间 延 后 24小 时 
mno_faction_orders_rethink|强 迫 重 审 战 略 
mno_faction_orders_rethink_all|强 迫 所 有 势 力 重 审 战 略 
mno_enable_alt_ai|启 用 替 代 AI 
mno_disable_alt_ai|禁 用 替 代 AI 
mno_faction_orders_init_econ|初 始 化 经 济 数 据 
mno_go_back_a_dot|返 回 
menu_character_report|{s9} 
mno_cheat_increase_rtr|增 加 统 治 权 
mno_cheat_decrease_rtr|减 少 统 治 权 
mno_cheat_increase_rel_npc|增 加 与 {s14} (上 一 对 话 者 ) 的 关 系 
mno_cheat_increase_hon|增 加 荣 誉 
mno_cheat_decrease_hon|减 少 荣 誉 
mno_cheat_increase_ren|增 加 声 望 
mno_cheat_increase_per|增 加 说 服 力 
menu_party_size_report|{s1} 
menu_faction_relations_report|你 想 查 看 与 哪 类 阵 营 的 关 系 ？ 
mno_orders|查 看 与 骑 士 团 的 关 系 
menu_order_relations_report|{s1} 
menu_camp|营 地 已 经 建 好 了 ， 你 想 要 做 什 么 ？ 
mno_camp_action_1|到 处 走 走 并 看 看 你 的 士 兵 
mno_camp_manage_inventory|管 理 队 伍 行 李 
mno_camp_access_companions_inventory|管 理 同 伴 物 品 
mno_camp_action|干 点 事 情 
mno_camp_wait_here|在 这 里 待 一 会 儿 
mno_camp_options|POP选 项 
mno_camp_cheat_infoline|---测 试 选 单 (开 发 者 专 用 )---
mno_camp_cheat|---测 试 选 单 ---
mno_test_vader|---VADER测 试 选 单 ---
mno_test_vader2|---VADER兵 种 测 试 选 单 --- 
mno_testers_cheat|---测 试 者 调 试 --- 
mno_fix_pop|---修 复 游 戏 --- 
menu_fix_pop_list|修 复 游 戏 
mno_fix_food|修 复 “ 0士 气 的 食 物 ” 和 “ 工 厂 负 收 入 ” 和 “ 自 建 骑 士 团 没 物 品 ” 的 问 题 
mno_camp_autoloot_for_bug|---自 动 掠 夺 bug的 检 验 --- 
mno_reset_old_ruins_var|重 设 古 老 废 墟 的 铁 匠 和 马 夫 
mno_purge_the_world|清 除 世 界 
mno_back_to_camp_menu|回 到 扎 营 选 单 
menu_purge_the_world_0|试 着 随 机 削 减 等 级 低 于 35级 所 有 的 军 队 到 指 定 的 规 模 。 
mno_purge_the_world_1|1000名 战 士 
mno_purge_the_world_2|2000名 战 士 
mno_purge_the_world_3|3000名 战 士 
mno_purge_the_world_4|4000名 战 士 
mno_purge_the_world_5|5000名 战 士 
mno_purge_the_world_6|7500名 战 士 
mno_purge_the_world_7|10000名 战 士 
mno_purge_the_world_8|1000名 战 士 ， 无 视 等 级 限 制 
menu_testers_cheat|测 试 者 调 试 
mno_camp_cheatleo_get_100_troops|得 到 100个 兵 
mno_camp_cheatleo_give_troops|给 予 敌 对 军 队 士 兵 
mno_camp_cheatleo_undress_troops|扒 光 一 个 士 兵 
mno_camp_cheatleo_get_lords|得 到 领 主 
mno_cheat_spawn_ashenborn|给 我 新 的 灰 烬 裔 和 刺 客 士 兵 
mno_cheat_companion_xp|给 我 的 队 伍 100万 经 验 ！ 
mno_cheat_change_race_noldor|让 我 变 成 精 灵 ！ 
mno_cheat_change_race_undead|让 我 变 成 僵 尸 ！ 
mno_raise_player_level|给 我 100万 经 验 ！ 
mno_cheat_disable_companion_complaints|禁 止 同 伴 抱 怨 
mno_cheat_enable_companion_complaints|启 用 同 伴 抱 怨 
mno_cheat_disable_cheatmode|关 闭 测 试 模 式 
mno_choose_scene|场 景 选 择 
mno_sarleon_loves_me|烈 狮 境 喜 欢 我 
menu_camp_cheat|选 择 调 试 项 目 :
mno_camp_cheat_find_item|寻 找 物 品 … … 
mno_camp_cheat_change_weather|改 变 天 气 … … 
mno_camp_cheat_1|增 加 玩 家 声 望 
mno_camp_cheat_2|增 加 玩 家 荣 誉 
mno_camp_cheat_3|更 新 政 治 纪 录 
mno_camp_cheat_4|更 新 部 队 纪 录 
mno_camp_cheat_5|追 踪 吟 游 诗 人 
mno_camp_cheat_6|无 限 扎 营 
mno_cheat_debug_msg_all|显 示 所 有 Debug讯 息 【测 试】
mno_cheat_debug_msg_econ|仅 显 示 经 济 Debug讯 息 【测 试】
mno_cheat_debug_msg_poli|仅 显 示 政 策 Debug讯 息 【测 试】
menu_cheat_find_item|目 前 物 品 范 围 :{reg5} 到 {reg6} 
mno_cheat_find_item_next_range|移 动 到 下 个 物 品 范 围 
mno_cheat_find_item_choose_this|选 择 位 于 此 范 围 的 物 品 
menu_cheat_change_weather|目 前 云 量 :{reg5} ^目 前 雾 量 :{reg6} 
mno_cheat_increase_cloud|增 加 云 量 
mno_cheat_decrease_cloud|减 少 云 量 
mno_cheat_increase_fog|增 加 雾 量 
mno_cheat_decrease_fog|减 少 雾 量 
menu_camp_vader|你 今 天 想 做 什 么 测 试 ？
mno_camp_vader_pimp|先 帮 我 拉 皮 条 ！ 
mno_salt_mine|前 往 阿 尔－ 阿 齐 兹 所 在 地 
mno_camp_vader_ownorder|测 试 玩 家 命 令 … … 
mno_camp_vader_gmquest_1|开 启 大 团 长 任 务 (阶 段 1)
mno_camp_vader_gmquest_2|开 启 大 团 长 任 务 (阶 段 2)
mno_camp_vader_randorder1|建 立 一 个 随 机 骑 士 团 
mno_camp_vader_randorder2|建 立 七 个 随 机 骑 士 团 (不 推 荐 使 用 ， 可 能 会 出 问 题 )
mno_test_noldor_quest_complete|完 成 诺 多 亲 善 任 务 (可 进 入 城 堡 )
mno_camp_vader_cheat|切 换 Native的 测 试 模 式 : {s7} 
mno_camp_wait|50倍 速 前 进 200天 
mno_camp_wait_door|在 这 里 休 息 一 下 
mno_camp_vader_comp|同 伴 测 试 选 项 
mno_rebuild_old_ruins|用 30000第 纳 尔 重 建 古 老 废 墟 
mno_spawn_test_bandit_lairs|生 成 测 试 用 匪 窝 
mno_camp_vader_back|回 到 扎 营 选 单 
menu_camp_ownorder|选 择 一 个 选 项 : 
mno_join|加 入 烈 狮 境 并 接 管 峭 岩 湾 
mno_join2|加 入 菲 尔 兹 威 并 接 管 风 屿 港 
mno_finish|完 成 当 前 的 升 级 
mno_give|给 我 骑 士 和 军 士 
mno_back_to_test_menu|回 到 测 试 选 单 
menu_camp_balance|精 挑 细 选 : 
mno_lords|计 算 领 主 的 力 量 
mno_calcmercs|生 成 雇 佣 兵 并 给 予 力 量 
mno_limits0|设 置 模 板 上 限 为 0
mno_limits50|设 置 模 板 上 限 为 50
mno_limits100|设 置 模 板 上 限 为 100
menu_camp_hostile_party|选 择 部 队 :{s4} ({reg4} )
mno_add1|增 加 了 1 
mno_add2|增 加 了 10
mno_add3|增 加 了 100
mno_rem1|减 少 了 1
mno_rem2|减 少 了 10
mno_rem3|减 少 了 100
mno_spawn|生 成 一 支 有 100人 的 队 伍 ！
menu_camp_quests35|选 择 一 个 选 项 : 
mno_tavern_assassin|酒 馆 刺 客 
mno_rescue_daughter|救 女 儿 
mno_escort_peasants|护 送 平 民 
mno_order_bounty|骑 士 团 悬 赏 
menu_camp_economy|选 择 一 个 选 项 : 
mno_camp_economy_listcenters|列 出 所 有 的 城 市 
mno_camp_economy_listprices|列 出 平 均 价 格 
mno_camp_economy_centergoods|在 最 近 的 中 心 查 看 资 料 
mno_camp_economy_market_towns|看 看 集 镇 
mno_camp_economy_centerresetall|重 置 所 有 的 价 格 到 1000
mno_camp_economy_cycle|更 新 所 有 贸 易 物 品 的 价 格 周 期 
mno_camp_economy_back|回 到 测 试 选 单 
menu_camp_economy_markets|{s2} 
mno_back_to_econ_menu|回 到 经 济 选 单 
menu_camp_economy_center|{s2} 
menu_camp_economy_view|{s2} 
menu_camp_economy_prices|{s2} 
menu_camp_noldor|选 择 一 个 选 项 : 
mno_test_noldor_friend|让 我 成 为 诺 多 之 友 (30)
mno_test_noldor_friend2|让 我 成 为 一 名 诺 多 的 支 持 者 (15)- 解 开 任 务 
mno_test_noldor_enemy|让 我 成 为 诺 多 的 敌 人 (-10)
mno_test_noldor_quest_reset|重 制 诺 多 任 务 
mno_test_noldor_tournament|开 始 诺 多 的 竞 技 大 赛 
mno_test_noldor_trader|再 生 商 人 库 存 
mno_test_noldor_prize|给 我 一 个 诺 多 的 宝 藏 
mno_camp_noldor_back|回 到 测 试 选 单 
menu_test_heartbeat|选 择 一 个 选 项 : 
mno_test_heartbeat_generate|生 产 一 个 管 家 任 务 
mno_camp_heartbeat_back|回 到 扎 营 选 单 
menu_camp_achieve|选 择 一 个 选 项 : 
mno_camp_achieve_all|给 我 全 部 成 就 
mno_camp_achieve_none|清 楚 所 有 的 成 就 
mno_camp_achieve_notify|回 顾 所 有 的 通 告 
mno_camp_achieve_back|回 到 测 试 主 选 单 
menu_camp_honor|选 择 一 个 选 项 : 
mno_camp_honor_kotd|给 我 各 5个 龙 骑 士 团 士 兵 
mno_camp_honor_kol|给 我 各 5个 狮 骑 士 团 士 兵 
mno_camp_honor_ei|给 我 各 5个 帝 国 不 朽 军 团 士 兵 
mno_camp_honor_dsw|给 我 10个 德 夏 绝 尘 者 
mno_camp_honor_lv|给 我 10个 英 灵 女 战 士 
mno_camp_honor_kotg|给 我 10个 狮 鹫 骑 士 
mno_camp_honor_kotf|给 我 10个 猎 鹰 利 爪 
mno_camp_honor_kors|给 我 10个 鸦 矛 骑 士 
mno_camp_honor_korc|给 我 10个 光 辉 十 字 骑 士 
mno_camp_honor_rocc|给 我 10个 号 角 召 唤 游 骑 兵 
mno_camp_honor_kotdw|给 我 10个 黎 明 骑 士 
mno_camp_honor_koteg|给 我 10个 乌 木 护 手 骑 士 
mno_camp_honor_slc|给 我 10个 暗 影 步 战 兵 
mno_camp_honor_sr|给 我 10个 银 雾 游 侠 
mno_camp_honor_koe|给 我 10个 黄 昏 骑 士 (附 赠 幽 灵 女 士 )
mno_camp_honor_back|回 到 测 试 选 单 
menu_camp_cool|选 择 一 个 选 项 : 
mno_camp_cool_ha|给 我 100个 探 险 女 英 雄 
mno_camp_cool_ham|给 我 100个 探 险 英 雄 
mno_camp_cool_jmr|给 我 100个 迦 图 流 浪 骑 手 
mno_camp_cool_mhc|给 我 100个 狮 湖 城 重 骑 兵 
mno_camp_cool_rkk|给 我 100个 凛 鸦 境 高 地 战 士 
mno_camp_cool_dda|给 我 100个 德 夏 战 弓 手 
mno_camp_cool_fb|给 我 100个 菲 尔 兹 威 狂 战 士 
mno_camp_cool_ntk|给 我 100个 诺 多 暮 光 骑 士 
mno_camp_cool_nmr|给 我 100个 诺 多 少 女 游 侠 
mno_camp_cool_nr|给 我 100个 诺 多 游 侠 
mno_camp_cool_kjk|给 我 100个 朱 达 贴 身 卫 士 
mno_camp_cool_dg|给 我 100个 厄 运 引 者 
mno_camp_cool_os|给 我 100个 预 兆 搜 寻 者 
mno_camp_cool_more|更 多 酷 的 部 队 … … 
mno_camp_cool_back|回 到 测 试 选 单 
menu_camp_cool2|选 择 一 个 选 项 : 
mno_camp_cool_05|给 我 一 支 专 业 小 队 
mno_camp_cool2_dli|给 我 100个 恐 惧 军 团 步 兵 
mno_camp_cool2_ak|给 我 100个 巨 蟒 骑 士 
mno_camp_cool2_fr|给 我 100个 堕 落 者 幽 灵 
mno_camp_cool2_dm|给 我 100个 恶 魔 巨 力 战 士 
mno_camp_cool2_hm|给 我 100个 异 端 祈 求 者 
mno_camp_cool2_back|回 到 测 试 选 单 
menu_camp_regular|选 择 一 个 选 项 :
mno_camp_regular_Mettenheim|给 我 一 支 梅 滕 海 姆 的 部 队 
mno_camp_regular_Barclay|给 我 一 支 巴 克 利 的 部 队 
mno_camp_regular_Veccavian|给 我 一 支 菲 卡 维 亚 的 部 队 
mno_camp_regular_Melitine|给 我 一 支 马 里 廷 的 部 队 
mno_camp_regular_Singalian|给 我 一 支 辛 加 尔 的 部 队 
mno_camp_regular_Sarleon|给 我 一 支 烈 狮 境 的 部 队 
mno_camp_regular_Ravenstern|给 我 一 支 凛 鸦 境 的 部 队 
mno_camp_regular_DShar|给 我 一 支 德 夏 的 部 队 
mno_camp_regular_Fierdsvain|给 我 一 支 菲 尔 兹 威 的 部 队 
mno_camp_regular_Empire|给 我 一 支 帝 国 的 部 队 
mno_camp_regular_pendor|给 我 一 支 潘 德 的 部 队 
mno_camp_regular_back|回 到 测 试 选 单 
menu_camp_minor|选 择 一 个 选 项 : 
mno_camp_minor_eventide|生 成 黄 昏 骑 士 巡 逻 队 
mno_camp_minor_dawn|生 成 黎 明 骑 士 巡 逻 队 
mno_camp_minor_ebony|生 成 乌 木 护 手 骑 士 巡 逻 队 
mno_camp_minor_1|生 成 凡 斯 凯 瑞 大 军 
mno_camp_minor_2|生 成 异 端 大 军 
mno_camp_minor_3|生 成 拜 蛇 教 大 军 
mno_camp_minor_4|生 成 迷 雾 山 大 军 
mno_camp_minor_5|生 成 迦 图 大 军 
mno_camp_minor_6|生 成 诺 多 巡 逻 队 
mno_camp_minor_7|生 成 审 判 庭 大 军 
mno_camp_minor_8|生 成 农 民 反 抗 军 大 军 
mno_camp_minor_back|回 到 测 试 主 选 单 
menu_camp_hero|选 择 一 个 选 项 : 
mno_camp_hero_1|重 生 三 先 知 
mno_camp_hero_2|重 生“ 喧 嚣 者 ” 阿 拉 里 克 酒 鬼 团 
mno_camp_hero_3|重 生“ 乌 鸦 爵 士 ” 波 里 斯 
mno_camp_hero_4|重 生“ 篡 位 者 ” 布 里 吉 
mno_camp_hero_5|重 生 恐 惧 军 团 
mno_camp_hero_6|重 生 艾 格 雷 姆 吞 噬 者 大 军 
mno_camp_hero_7|重 生 弗 勒 的 欧 斯 伍 德 
mno_camp_hero_8|重 生 希 科 ． 沙 拉 凡 
mno_camp_hero_more|更 多 的 选 项 … … 
mno_camp_hero_back|回 到 测 试 主 选 单 
menu_camp_hero2|选 择 一 个 选 项 : 
mno_camp_hero_9|重 生“ 嗜 杀 者 ” 沃 夫 伯 德 
mno_camp_hero_10|重 生 希 拉 ． 尤 扎 斯 
mno_camp_hero_11|重 生 狮 鹫 之 剑 冒 险 团 
mno_camp_hero_12|重 生“ 铁 剑 ” 库 丹 
mno_camp_hero_13|重 生 阿 尔 达 利 安 
mno_camp_hero_14|重 生 伊 斯 兰 迪 尔 
mno_camp_hero_15|重 生“ 破 坏 者 ” 朱 达 
mno_camp_hero_16|重 生“ 军 阀 ” 扎 卡 尔 
mno_camp_hero_more_1|更 多 的 选 项 … … 
mno_camp_hero2_back|回 到 测 试 主 选 单 
menu_camp_hero3|选 择 一 个 选 项 : 
mno_camp_hero_17|重 生 海 因 里 希 团 长 
mno_camp_hero_18|重 生 维 兰 提 ． 凯 芮 司 
mno_camp_hero_19|重 生 巴 克 利 的 卢 菲 奥 
mno_camp_hero_20|重 生 卡 斯 帕 斯 陛 下 
mno_camp_hero_21|重 生 圣 裁 官 拉 斯 穆 ． 德 法 提 卡 
mno_camp_hero_22|重 生 特 比 利 凯 的 菲 卡 维 亚 叛 军 
mno_camp_hero3_back|回 到 测 试 主 选 单 
menu_camp_horsemen_apocalypse|请 绝 对 不 要 在 主 存 档 使 用 这 个 功 能 ， 有 坏 档 的 可 能 
mno_camp_horsemen_apocalypse_1|召 唤 独 立 英 雄 
mno_camp_horsemen_apocalypse_2|召 唤 烈 狮 领 主 
mno_camp_horsemen_apocalypse_3|召 唤 凛 鸦 领 主 
mno_camp_horsemen_apocalypse_4|召 唤 德 夏 领 主 
mno_camp_horsemen_apocalypse_5|召 唤 菲 尔 兹 威 领 主 
mno_camp_horsemen_apocalypse_6|召 唤 帝 国 领 主 
mno_camp_horsemen_apocalypse_back|回 到 测 试 主 选 单 
menu_camp_victory|选 择 一 个 选 项 : 
mno_camp_victory_simple|简 单 的 胜 利 界 面 
mno_camp_victoryold|旧 的 胜 利 界 面 
mno_camp_victory_back|回 到 测 试 主 选 单 
menu_camp_fun|选 择 一 个 选 项 : 
mno_camp_fun_village|烧 掉 一 切 : {s7} 
mno_camp_fun_twins|给 予 恶 魔 双 胞 胎 ！ 
mno_camp_fun_female|让 士 兵 全 部 变 成 女 性 ！ 
mno_camp_fun_undead|让 士 兵 变 成 不 死 属 性 ！ 
mno_camp_fun_back|回 到 测 试 主 选 单 
menu_camp_autoloot|选 择 一 个 选 项 : 
mno_camp_autoloot_choose_item|改 变 物 品 类 型 : {s3} 
mno_camp_autoloot_cavalry_toggle|骑 兵 限 制 : {s7} 
mno_camp_autoloot_item_trade|检 查 /购 买 物 品 
mno_camp_autoloot_calc|计 算 物 品 标 准 的 属 性 偏 差 的 平 均 值 
mno_camp_autoloot_score|自 动 掠 夺 
mno_camp_autoloot_top20|自 动 掠 夺 前 20
mno_camp_autoloot_back|回 到 测 试 主 选 单 
menu_camp_companion|选 择 一 个 选 项 : 
mno_camp_comp_recruit|招 募 全 部 的 20名 同 伴 
mno_camp_comp_linked|随 机 的 有 关 对 话 
mno_camp_comp_toplayer|随 机 标 注 玩 家 
mno_cheat_all_companions_to_basic_level|所 有 伙 伴 回 到 基 础 等 级 
mno_camp_comp_back|回 到 测 试 主 选 单 
menu_camp_vader2|你 今 天 想 测 试 什 么 ？ 
mno_camp_vader_ht|给 我 光 荣 的 部 队 … … 
mno_camp_vader_ct|给 我 酷 毙 的 部 队 … … 
mno_camp_vader_rt|给 我 一 支 普 通 国 家 的 部 队 … … 
mno_camp_vader_mf|重 生 一 个 小 势 力 的 部 队 … … 
mno_camp_vader_sh|重 生 一 个 特 殊 的 英 雄 … … 
mno_camp_vader_ha|传 唤 “ 天 启 骑 士 ” 们 … … 
mno_camp_vader_balance|平 衡 各 个 势 力 … … 
menu_camp_action|选 择 你 要 做 的 事 :
mno_camp_recruit_prisoners|从 俘 虏 中 募 兵 
mno_action_read_book|选 一 本 书 读 
mno_action_rename_party|重 命 名 你 的 部 队 
mno_action_rename_kingdom|重 命 名 你 的 王 国 
mno_action_change_vassal_title|选 择 你 封 臣 的 头 衔 
mno_action_rename_order|重 命 名 你 的 骑 士 团 
mno_action_rename_old_ruins|重 命 名 古 废 墟 中 的 营 地 
mno_action_modify_banner|更 改 你 的 旗 帜 
mno_action_retire|结 束 冒 险 
mno_camp_action_4a|回 到 扎 营 选 单 
menu_camp_recruit_prisoners|如 果 他 们 加 入 你 的 话 ， 你 承 诺 给 予 他 们 自 由 。 {s18} 
mno_camp_recruit_prisoners_accept|接 受 
mno_camp_recruit_prisoners_reject|拒 绝 
menu_camp_no_prisoners|你 没 有 俘 虏 可 以 招 募 
menu_camp_action_read_book|选 一 本 书 读 :
mno_action_read_book_1|{s1} 
mno_action_read_book_2|{s1} 
mno_action_read_book_3|{s1} 
mno_action_read_book_4|{s1} 
mno_action_read_book_5|{s1} 
mno_action_read_book_6|{s1} 
mno_action_read_book_7|{s1} 
mno_action_read_book_8|{s1} 
mno_action_read_book_9|{s1} 
mno_action_read_book_10|{s1} 
mno_action_read_book_11|{s1} 
menu_camp_action_read_book_start|{s1} 
menu_retirement_verify|现 在 是 冒 险 第 {reg0} 天 ， 运 气 为 {reg1} ， 你 确 定 要 结 束 冒 险 吗 ？
mno_retire_yes|是 
mno_retire_no|不 
menu_end_game|去 意 已 决 ， 你 决 定 放 弃 冒 险 者 的 生 活 ， 并 定 居 下 来 。 你 卖 掉 了 所 有 的 武 器 与 护 甲 ， 收 拾 起 行 囊 ， 策 马 奔 向 夕 阳 的 余 辉 之 中 … … 
mno_end_game_bye|再 会 
menu_cattle_herd|你 遇 到 了 一 群 牛 。 
mno_cattle_drive_away|开 始 赶 牛 
mno_cattle_stop|把 牛 群 停 下 来 
mno_cattle_kill|屠 宰 其 中 的 一 些 
mno_leave|离 开 
menu_cattle_herd_kill|你 想 屠 宰 几 头 ？ 
mno_cattle_kill_1|一 
mno_cattle_kill_2|二 
mno_cattle_kill_3|三 
mno_cattle_kill_4|四 
mno_cattle_kill_5|五 
menu_cattle_herd_kill_end|你 不 该 看 到 这 个 … … 
menu_arena_duel_fight|你 和 你 的 对 手 准 备 为 了 荣 誉 决 斗 。 
