
trp_mercenary_swordsman|雇 佣 勇 士 
trp_mercenary_swordsman_pl|雇 佣 勇 士 
trp_mercenary_sergeants|雇 佣 军 士 
trp_mercenary_sergeants_pl|雇 佣 军 士 
trp_mercenary_crossbowman|雇 佣 弩 手 
trp_mercenary_crossbowman_pl|雇 佣 弩 手 
trp_mercenary_armcrossbow|雇 佣 披 甲 弩 手 
trp_mercenary_armcrossbow_pl|雇 佣 披 甲 弩 手 
trp_mercenary_sharp|雇 佣 狙 击 手 
trp_mercenary_sharp_pl|雇 佣 狙 击 手 
trp_mercenary_cavalry|雇 佣 骑 手 
trp_mercenary_cavalry_pl|雇 佣 骑 手 
trp_hired_blade|雇 佣 骑 兵 
trp_hired_blade_pl|雇 佣 骑 兵 
trp_slave_hunter|赏 金 猎 人 
trp_slave_hunter_pl|赏 金 猎 人 
trp_singalian_spearman|辛 加 尔 矛 兵 
trp_singalian_spearman_pl|辛 加 尔 矛 兵 
trp_noble_foreign|年 轻 德 夏 贵 族 
trp_noble_foreign_pl|年 轻 德 夏 贵 族 
trp_noble_western|年 轻 菲 尔 兹 威 贵 族 
trp_noble_western_pl|年 轻 菲 尔 兹 威 贵 族 
trp_noble_northern|年 轻 凛 鸦 境 贵 族 
trp_noble_northern_pl|年 轻 凛 鸦 境 贵 族 
trp_noble_eastern|年 轻 烈 狮 境 贵 族 
trp_noble_eastern_pl|年 轻 烈 狮 境 贵 族 
trp_noble_southern|年 轻 巴 克 斯 贵 族 
trp_noble_southern_pl|年 轻 巴 克 斯 贵 族 
trp_vanskerry_marauder|凡 斯 凯 瑞 掠 夺 者 
trp_vanskerry_marauder_pl|凡 斯 凯 瑞 掠 夺 者 
trp_jatu_merc|迦 图 流 浪 骑 手 
trp_jatu_merc_pl|迦 图 流 浪 骑 手 
trp_highlander_merc|高 地 佣 兵 
trp_highlander_merc_pl|高 地 佣 兵 
trp_melitine_merc|马 里 廷 无 束 战 士 
trp_melitine_merc_pl|马 里 廷 无 束 战 士 
trp_adventurer|冒 险 家 
trp_adventurer_pl|冒 险 家 
trp_looter_merc|城 市 暴 徒 
trp_looter_merc_pl|城 市 暴 徒 
trp_vecavi_man_hunter|菲 卡 维 亚 男 丁 猎 人 
trp_vecavi_man_hunter_pl|菲 卡 维 亚 男 丁 猎 人 
trp_mett_avonteurer|梅 滕 海 姆 冒 险 家 
trp_mett_avonteurer_pl|梅 滕 海 姆 冒 险 家 
trp_barclay_adventurer|巴 克 利 冒 险 家 
trp_barclay_adventurer_pl|巴 克 利 冒 险 家 
trp_follower_woman|女 斥 候 
trp_follower_woman_pl|女 斥 候 
trp_hunter_woman|女 看 守 
trp_hunter_woman_pl|女 看 守 
trp_mercenaries_end|mercenaries end 
trp_mercenaries_end_pl|mercenaries end 
trp_sarleon_recruit|烈 狮 境 新 兵 
trp_sarleon_recruit_pl|烈 狮 境 新 兵 
trp_sarleon_militia|烈 狮 境 民 兵 
trp_sarleon_militia_pl|烈 狮 境 民 兵 
trp_sarleon_trained_militia|烈 狮 境 熟 练 民 兵 
trp_sarleon_trained_militia_pl|烈 狮 境 熟 练 民 兵 
trp_sarleon_footman|烈 狮 境 步 兵 
trp_sarleon_footman_pl|烈 狮 境 步 兵 
trp_sarleon_arm_footman|烈 狮 境 披 甲 步 兵 
trp_sarleon_arm_footman_pl|烈 狮 境 披 甲 步 兵 
trp_sarleon_halberdier|烈 狮 境 戟 兵 
trp_sarleon_halberdier_pl|烈 狮 境 戟 兵 
trp_sarleon_skirmisher|烈 狮 境 游 击 兵 
trp_sarleon_skirmisher_pl|烈 狮 境 游 击 兵 
trp_sarleon_longbowman|烈 狮 境 长 弓 手 
trp_sarleon_longbowman_pl|烈 狮 境 长 弓 手 
trp_sarleon_arm_longbowman|烈 狮 境 披 甲 长 弓 手 
trp_sarleon_arm_longbowman_pl|烈 狮 境 披 甲 长 弓 手 
trp_sarleon_manatarms|烈 狮 境 武 装 步 兵 
trp_sarleon_manatarms_pl|烈 狮 境 武 装 步 兵 
trp_sarleon_cavalry|烈 狮 境 骑 兵 
trp_sarleon_cavalry_pl|烈 狮 境 骑 兵 
trp_marleons_cavalry|狮 湖 城 重 装 骑 兵 
trp_marleons_cavalry_pl|狮 湖 城 重 装 骑 兵 
trp_sarleon_nobleman|烈 狮 境 贵 族 
trp_sarleon_nobleman_pl|烈 狮 境 贵 族 
trp_sarleon_squire|烈 狮 境 武 装 扈 从 
trp_sarleon_squire_pl|烈 狮 境 武 装 扈 从 
trp_sarleon_knight|烈 狮 境 骑 士 
trp_sarleon_knight_pl|烈 狮 境 骑 士 
trp_sarleon_deserter|烈 狮 境 逃 兵 
trp_sarleon_deserter_pl|烈 狮 境 逃 兵 
trp_sarleon_prison_guard|监 狱 看 守 
trp_sarleon_prison_guard_pl|监 狱 看 守 
trp_sarleon_castle_guard|城 堡 卫 兵 
trp_sarleon_castle_guard_pl|城 堡 卫 兵 
trp_rav_recruit|凛 鸦 境 新 兵 
trp_rav_recruit_pl|凛 鸦 境 新 兵 
trp_rav_militia|凛 鸦 境 民 兵 
trp_rav_militia_pl|凛 鸦 境 民 兵 
trp_rav_skirmisher|凛 鸦 境 游 击 兵 
trp_rav_skirmisher_pl|凛 鸦 境 游 击 兵 
trp_rav_archer|凛 鸦 境 弓 箭 手 
trp_rav_archer_pl|凛 鸦 境 弓 箭 手 
trp_rav_warden|凛 鸦 境 守 望 者 
trp_rav_warden_pl|凛 鸦 境 守 望 者 
trp_rav_manatarms|凛 鸦 境 武 装 步 兵 
trp_rav_manatarms_pl|凛 鸦 境 武 装 步 兵 
trp_rav_footman|凛 鸦 境 步 兵 
trp_rav_footman_pl|凛 鸦 境 步 兵 
trp_rav_kierguard|凛 鸦 境 铁 甲 卫 士 
trp_rav_kierguard_pl|凛 鸦 境 铁 甲 卫 士 
trp_rav_highlander|凛 鸦 境 高 地 战 士 
trp_rav_highlander_pl|凛 鸦 境 高 地 战 士 
trp_rav_horseman|凛 鸦 境 骑 手 
trp_rav_horseman_pl|凛 鸦 境 骑 手 
trp_rav_trained_militia|凛 鸦 境 熟 练 民 兵 
trp_rav_trained_militia_pl|凛 鸦 境 熟 练 民 兵 
trp_rav_ranger|凛 鸦 境 巡 林 者 
trp_rav_ranger_pl|凛 鸦 境 巡 林 者 
trp_rav_mounted_ranger|凛 鸦 境 巡 林 骑 兵 
trp_rav_mounted_ranger_pl|凛 鸦 境 巡 林 骑 兵 
trp_rav_nobleman|凛 鸦 境 贵 族 
trp_rav_nobleman_pl|凛 鸦 境 贵 族 
trp_rav_squire|凛 鸦 境 武 装 扈 从 
trp_rav_squire_pl|凛 鸦 境 武 装 扈 从 
trp_rav_knight|凛 鸦 境 骑 士 
trp_rav_knight_pl|凛 鸦 境 骑 士 
trp_rav_deserter|凛 鸦 境 逃 兵 
trp_rav_deserter_pl|凛 鸦 境 逃 兵 
trp_rav_prison_guard|监 狱 看 守 
trp_rav_prison_guard_pl|监 狱 看 守 
trp_rav_castle_guard|城 堡 卫 兵 
trp_rav_castle_guard_pl|城 堡 卫 兵 
trp_dshar_tribesman|德 夏 族 人 
trp_dshar_tribesman_pl|德 夏 族 人 
trp_dshar_hunter|德 夏 猎 手 
trp_dshar_hunter_pl|德 夏 猎 手 
trp_dshar_conscript|德 夏 征 召 兵 
trp_dshar_conscript_pl|德 夏 征 召 兵 
trp_dshar_desert_fighter|德 夏 荒 漠 斗 士 
trp_dshar_desert_fighter_pl|德 夏 荒 漠 斗 士 
trp_dshar_warrior|德 夏 勇 士 
trp_dshar_warrior_pl|德 夏 勇 士 
trp_dshar_ghazi_dervish|德 夏 加 齐 苦 行 僧 
trp_dshar_ghazi_dervish_pl|德 夏 加 齐 苦 行 僧 
trp_dshar_ghazi_spearman|德 夏 加 齐 矛 兵 
trp_dshar_ghazi_spearman_pl|德 夏 加 齐 矛 兵 
trp_dshar_desert_bowman|德 夏 荒 漠 猎 手 
trp_dshar_desert_bowman_pl|德 夏 荒 漠 猎 手 
trp_dshar_ghazi_marksman|德 夏 加 齐 神 射 手 
trp_dshar_ghazi_marksman_pl|德 夏 加 齐 神 射 手 
trp_dshar_mtd_raider|德 夏 骑 手 
trp_dshar_mtd_raider_pl|德 夏 骑 手 
trp_dshar_mtd_bowfighter|德 夏 突 袭 骑 兵 
trp_dshar_mtd_bowfighter_pl|德 夏 突 袭 骑 兵 
trp_dshar_sand_stalker|德 夏 加 齐 突 袭 者 
trp_dshar_sand_stalker_pl|德 夏 加 齐 突 袭 者 
trp_dshar_mtd_horseman|德 夏 掠 夺 者 
trp_dshar_mtd_horseman_pl|德 夏 掠 夺 者 
trp_dshar_dune_rider|德 夏 加 齐 掠 夺 者 
trp_dshar_dune_rider_pl|德 夏 加 齐 掠 夺 者 
trp_dshar_nobleman|德 夏 贵 族 
trp_dshar_nobleman_pl|德 夏 贵 族 
trp_dshar_noble_raider|德 夏 贵 族 骑 手 
trp_dshar_noble_raider_pl|德 夏 贵 族 骑 手 
trp_dshar_noble_cavalry|德 夏 贵 族 骑 兵 
trp_dshar_noble_cavalry_pl|德 夏 贵 族 骑 兵 
trp_dshar_deserter|德 夏 逃 兵 
trp_dshar_deserter_pl|德 夏 逃 兵 
trp_dshar_prison_guard|监 狱 看 守 
trp_dshar_prison_guard_pl|监 狱 看 守 
trp_dshar_castle_guard|城 堡 卫 兵 
trp_dshar_castle_guard_pl|城 堡 卫 兵 
trp_dshar_djaha|德 夏 战 弓 手 
trp_dshar_djaha_pl|德 夏 战 弓 手 
trp_fierd_recruit|菲 尔 兹 威 新 兵 
trp_fierd_recruit_pl|菲 尔 兹 威 新 兵 
trp_fierd_militia|菲 尔 兹 威 民 兵 
trp_fierd_militia_pl|菲 尔 兹 威 民 兵 
trp_fierd_tr_militia|菲 尔 兹 威 熟 练 民 兵 
trp_fierd_tr_militia_pl|菲 尔 兹 威 熟 练 民 兵 
trp_fierd_light_infantry|菲 尔 兹 威 轻 装 步 兵 
trp_fierd_light_infantry_pl|菲 尔 兹 威 轻 装 步 兵 
trp_fierd_warrior|菲 尔 兹 威 女 矛 兵 
trp_fierd_warrior_pl|菲 尔 兹 威 女 矛 兵 
trp_fierd_hunter|菲 尔 兹 威 女 猎 手 
trp_fierd_hunter_pl|菲 尔 兹 威 女 猎 手 
trp_fierd_axeman|菲 尔 兹 威 斧 兵 
trp_fierd_axeman_pl|菲 尔 兹 威 斧 兵 
trp_fierd_armored_axeman|菲 尔 兹 威 重 装 斧 兵 
trp_fierd_armored_axeman_pl|菲 尔 兹 威 重 装 斧 兵 
trp_fierd_huscarl|菲 尔 兹 威 侍 卫 
trp_fierd_huscarl_pl|菲 尔 兹 威 侍 卫 
trp_valdis_huscarl|维 迪 斯 卫 士 
trp_valdis_huscarl_pl|维 迪 斯 卫 士 
trp_fierd_berserker|菲 尔 兹 威 狂 战 士 
trp_fierd_berserker_pl|菲 尔 兹 威 狂 战 士 
trp_fierd_bowman|菲 尔 兹 威 轻 装 游 击 兵 
trp_fierd_bowman_pl|菲 尔 兹 威 轻 装 游 击 兵 
trp_fierd_archer|菲 尔 兹 威 游 击 兵 
trp_fierd_archer_pl|菲 尔 兹 威 游 击 兵 
trp_fierd_heavy_archer|菲 尔 兹 威 重 装 游 击 兵 
trp_fierd_heavy_archer_pl|菲 尔 兹 威 重 装 游 击 兵 
trp_fierd_noblewoman|菲 尔 兹 威 贵 族 
trp_fierd_noblewoman_pl|菲 尔 兹 威 贵 族 
trp_fierd_sword_maiden|菲 尔 兹 威 贵 族 战 士 
trp_fierd_sword_maiden_pl|菲 尔 兹 威 贵 族 战 士 
trp_valkyrie|菲 尔 兹 威 队 长 
trp_valkyrie_pl|菲 尔 兹 威 队 长 
trp_fierd_deserter|菲 尔 兹 威 逃 兵 
trp_fierd_deserter_pl|菲 尔 兹 威 逃 兵 
trp_fierd_prison_guard|监 狱 看 守 
trp_fierd_prison_guard_pl|监 狱 看 守 
trp_fierd_castle_guard|城 堡 卫 兵 
trp_fierd_castle_guard_pl|城 堡 卫 兵 
trp_empire_citizen|帝 国 公 民 
trp_empire_citizen_pl|帝 国 公 民 
trp_empire_recruit|帝 国 征 召 新 兵 
trp_empire_recruit_pl|帝 国 征 召 新 兵 
trp_empire_militia|帝 国 征 召 民 兵 
trp_empire_militia_pl|帝 国 征 召 民 兵 
trp_empire_infantry|帝 国 重 装 步 兵 
trp_empire_infantry_pl|帝 国 重 装 步 兵 
trp_empire_knight|帝 国 骑 士 
trp_empire_knight_pl|帝 国 骑 士 
trp_empire_legionnaire|帝 国 军 团 步 兵 
trp_empire_legionnaire_pl|帝 国 军 团 步 兵 
trp_empire_noble_foot|帝 国 精 锐 军 团 后 备 
trp_empire_noble_foot_pl|帝 国 精 锐 军 团 后 备 
trp_empire_hunter|帝 国 征 召 猎 手 
trp_empire_hunter_pl|帝 国 征 召 猎 手 
trp_empire_skirmisher|帝 国 征 召 游 击 兵 
trp_empire_skirmisher_pl|帝 国 征 召 游 击 兵 
trp_empire_crossbowman|帝 国 弩 手 
trp_empire_crossbowman_pl|帝 国 弩 手 
trp_empire_arm_crossbowman|帝 国 披 甲 弩 手 
trp_empire_arm_crossbowman_pl|帝 国 披 甲 弩 手 
trp_empire_light_infantry|帝 国 轻 步 兵 
trp_empire_light_infantry_pl|帝 国 轻 步 兵 
trp_empire_pikeman|帝 国 长 枪 兵 
trp_empire_pikeman_pl|帝 国 长 枪 兵 
trp_empire_armored_pikeman|帝 国 披 甲 长 枪 兵 
trp_empire_armored_pikeman_pl|帝 国 披 甲 长 枪 兵 
trp_empire_gladiator|帝 国 角 斗 士 
trp_empire_gladiator_pl|帝 国 角 斗 士 
trp_empire_nobleman|帝 国 贵 族 
trp_empire_nobleman_pl|帝 国 贵 族 
trp_empire_light_cavalry|帝 国 征 召 骑 兵 
trp_empire_light_cavalry_pl|帝 国 征 召 骑 兵 
trp_empire_horseman|帝 国 骑 兵 
trp_empire_horseman_pl|帝 国 骑 兵 
trp_empire_deserter|帝 国 逃 兵 
trp_empire_deserter_pl|帝 国 逃 兵 
trp_empire_prison_guard|监 狱 看 守 
trp_empire_prison_guard_pl|监 狱 看 守 
trp_empire_castle_guard|城 堡 卫 兵 
trp_empire_castle_guard_pl|城 堡 卫 兵 
trp_empire_guardian_knight|帝 国 守 卫 骑 士 
trp_empire_guardian_knight_pl|帝 国 守 卫 骑 士 
trp_pendor_recruit|潘 德 新 兵 
trp_pendor_recruit_pl|潘 德 新 兵 
trp_pendor_militia|潘 德 民 兵 
trp_pendor_militia_pl|潘 德 民 兵 
trp_pendor_footman|潘 德 步 兵 
trp_pendor_footman_pl|潘 德 步 兵 
trp_pendor_swordsman|潘 德 剑 士 
trp_pendor_swordsman_pl|潘 德 剑 士 
trp_pendor_spearman|潘 德 矛 兵 
trp_pendor_spearman_pl|潘 德 矛 兵 
trp_pendor_heavy_spearman|潘 德 重 装 矛 兵 
trp_pendor_heavy_spearman_pl|潘 德 重 装 矛 兵 
trp_pendor_manatarms|潘 德 武 装 步 兵 
trp_pendor_manatarms_pl|潘 德 武 装 步 兵 
trp_pendor_bladesman|潘 德 选 锋 剑 士 
trp_pendor_bladesman_pl|潘 德 选 锋 剑 士 
trp_pendor_cavalry|潘 德 骑 兵 
trp_pendor_cavalry_pl|潘 德 骑 兵 
trp_pendor_mtdmanatarms|潘 德 武 装 骑 兵 
trp_pendor_mtdmanatarms_pl|潘 德 武 装 骑 兵 
trp_pendor_nobleman|潘 德 贵 族 
trp_pendor_nobleman_pl|潘 德 贵 族 
trp_pendor_squire|潘 德 扈 从 
trp_pendor_squire_pl|潘 德 扈 从 
trp_pendor_knight|潘 德 骑 士 
trp_pendor_knight_pl|潘 德 骑 士 
trp_pendor_foot_knight|潘 德 步 行 骑 士 
trp_pendor_foot_knight_pl|潘 德 步 行 骑 士 
trp_pendor_light_bowman|潘 德 轻 装 弓 手 
trp_pendor_light_bowman_pl|潘 德 轻 装 弓 手 
trp_pendor_heavy_bowman|潘 德 重 装 弓 手 
trp_pendor_heavy_bowman_pl|潘 德 重 装 弓 手 
trp_pendor_armored_bowman|潘 德 披 甲 弓 手 
trp_pendor_armored_bowman_pl|潘 德 披 甲 弓 手 
trp_pendor_noble_bowman|潘 德 贵 族 弓 手 
trp_pendor_noble_bowman_pl|潘 德 贵 族 弓 手 
trp_pendor_gray_archer|潘 德 黑 铠 弓 箭 手 
trp_pendor_gray_archer_pl|潘 德 黑 铠 弓 箭 手 
trp_rb_thief|红 色 兄 弟 会 盗 贼 
trp_rb_thief_pl|红 色 兄 弟 会 盗 贼 
trp_rb_guildsman|红 色 兄 弟 会 成 员 
trp_rb_guildsman_pl|红 色 兄 弟 会 成 员 
trp_iceguard_ranger|寒 冰 卫 士 游 侠 
trp_iceguard_ranger_pl|寒 冰 卫 士 游 侠 
trp_pilgrim|朝 圣 者 
trp_pilgrim_pl|朝 圣 者 
trp_monk|僧 侣 
trp_monk_pl|僧 侣 
trp_pendorian_cleric|教 士 
trp_pendorian_cleric_pl|教 士 
trp_pendorian_warpriest|战 争 祭 司 
trp_pendorian_warpriest_pl|战 争 祭 司 
trp_pendorian_battle|教 友 战 士 
trp_pendorian_battle_pl|教 友 战 士 
trp_pendorian_righteous|审 判 者 
trp_pendorian_righteous_pl|审 判 者 
trp_looter|强 盗 
trp_looter_pl|强 盗 
trp_looter2|小 偷 
trp_looter2_pl|小 偷 
trp_bandit|土 匪 
trp_bandit_pl|土 匪 
trp_assassin_3_7|雇 佣 刺 客 
trp_assassin_3_7_pl|雇 佣 刺 客 
trp_brigand|拦 路 强 盗 
trp_brigand_pl|拦 路 强 盗 
trp_forest_bandit|森 林 强 盗 
trp_forest_bandit_pl|森 林 强 盗 
trp_steppe_bandit|德 夏 强 盗 
trp_steppe_bandit_pl|德 夏 强 盗 
trp_dshar_chieftain|德 夏 不 法 酋 长 
trp_dshar_chieftain_pl|德 夏 不 法 酋 长 
trp_outlaw_leader|逃 犯 头 领 
trp_outlaw_leader_pl|逃 犯 头 领 
trp_dshar_deathwind|德 夏 死 亡 之 风 萨 瓦 兰 
trp_dshar_deathwind_pl|德 夏 死 亡 之 风 萨 瓦 兰 
trp_sea_raider|凡 斯 凯 瑞 海 贼 
trp_sea_raider_pl|凡 斯 凯 瑞 海 贼 
trp_vanskerry_warrior|凡 斯 凯 瑞 勇 士 
trp_vanskerry_warrior_pl|凡 斯 凯 瑞 勇 士 
trp_vanskerry_jarl|凡 斯 凯 瑞 首 领 
trp_vanskerry_jarl_pl|凡 斯 凯 瑞 首 领 
trp_37_arsonist|纵 火 杀 人 者 
trp_37_arsonist_pl|纵 火 杀 人 者 
trp_mountain_bandit|迷 雾 山 劫 匪 
trp_mountain_bandit_pl|迷 雾 山 劫 匪 
trp_myst_warrior|迷 雾 山 勇 士 
trp_myst_warrior_pl|迷 雾 山 勇 士 
trp_myst_shaman|迷 雾 山 萨 满 
trp_myst_shaman_pl|迷 雾 山 萨 满 
trp_bearclaw_berserker|熊 爪 狂 战 士 
trp_bearclaw_berserker_pl|熊 爪 狂 战 士 
trp_manhunter|新 募 民 兵 
trp_manhunter_pl|新 募 民 兵 
trp_slave_driver|城 市 民 兵 
trp_slave_driver_pl|城 市 民 兵 
trp_slave_crusher|巡 逻 队 员 
trp_slave_crusher_pl|巡 逻 队 员 
trp_slaver_chief|巡 逻 队 长 
trp_slaver_chief_pl|巡 逻 队 长 
trp_militia_ranger|巡 林 游 骑 
trp_militia_ranger_pl|巡 林 游 骑 
trp_peasant_woman|农 妇 
trp_peasant_woman_pl|农 妇 
trp_vanskery_agnus_freebooters|阿 格 努 斯 女 王 近 卫 匪 兵 
trp_vanskery_agnus_freebooters_pl|阿 格 努 斯 女 王 近 卫 匪 兵 
trp_fighter_woman|女 勇 士 
trp_fighter_woman_pl|女 勇 士 
trp_sword_sister|女 游 骑 
trp_sword_sister_pl|女 游 骑 
trp_maiden_cavalry|女 骑 兵 
trp_maiden_cavalry_pl|女 骑 兵 
trp_maiden_adventurer|女 冒 险 家 
trp_maiden_adventurer_pl|女 冒 险 家 
trp_heroine_adventurer|探 险 女 英 雄 
trp_heroine_adventurer_pl|探 险 女 英 雄 
trp_hero_adventurer|探 险 英 雄 
trp_hero_adventurer_pl|探 险 英 雄 
trp_young_foreign|年 轻 德 夏 探 险 家 
trp_young_foreign_pl|年 轻 德 夏 探 险 家 
trp_young_western|年 轻 菲 尔 兹 威 探 险 家 
trp_young_western_pl|年 轻 菲 尔 兹 威 探 险 家 
trp_young_northern|年 轻 凛 鸦 境 探 险 家 
trp_young_northern_pl|年 轻 凛 鸦 境 探 险 家 
trp_young_eastern|年 轻 烈 狮 境 探 险 家 
trp_young_eastern_pl|年 轻 烈 狮 境 探 险 家 
trp_young_southern|年 轻 巴 克 斯 探 险 家 
trp_young_southern_pl|年 轻 巴 克 斯 探 险 家 
trp_squire_foreign|德 夏 无 赖 扈 从 
trp_squire_foreign_pl|德 夏 无 赖 扈 从 
trp_squire_western|菲 尔 兹 威 无 赖 扈 从 
trp_squire_western_pl|菲 尔 兹 威 无 赖 扈 从 
trp_squire_northern|凛 鸦 境 无 赖 扈 从 
trp_squire_northern_pl|凛 鸦 境 无 赖 扈 从 
trp_squire_eastern|烈 狮 境 无 赖 扈 从 
trp_squire_eastern_pl|烈 狮 境 无 赖 扈 从 
trp_squire_southern|巴 克 斯 无 赖 扈 从 
trp_squire_southern_pl|巴 克 斯 无 赖 扈 从 
trp_knight_foreign|德 夏 无 赖 骑 士 
